enabled,minimum_edge,confirmation_seconds,maximum_pre_event_trade_age_seconds,maximum_event_to_entry_seconds,invalidate_on_next_pitch,minimum_fair_move,momentum_exit_enabled,momentum_window_seconds,minimum_favorable_velocity,momentum_trailing_giveback,momentum_max_hold_seconds,minimum_momentum_trades,minimum_seconds_between_entries,allowed_event_types,maximum_hold_seconds,exit_target_mode,latch_reversion_exit,minimum_reversion_move,side_filter,position_sizing,minimum_edges_by_segment,confirmation_seconds_by_segment,minimum_reversion_moves_by_segment,trades,pnl,capital,fees,games,trades_per_game,roi,pnl_without_best_game,profitable_folds,worst_fold_roi,minimum_fold_trades_per_game
True,0.075,0.0,10.0,20.0,True,0.0,False,2.0,0.01,0.01,2.0,3,60.0,"('single', 'double', 'triple')",0.0,dynamic,True,0.0,both,fixed_payout,{},{},{},169,4.419999999999995,870.4899999999998,42.97999999999999,918,0.1840958605664488,0.005077599972429316,-4.310000000000008,2,-0.09244823815738429,0.15755627009646303
True,0.075,0.0,10.0,20.0,True,0.0,False,2.0,0.01,0.01,2.0,3,60.0,"('single', 'double', 'triple')",0.0,frozen,False,0.0,both,fixed_payout,{},{},{},169,21.200000000000024,870.4899999999998,40.6,918,0.1840958605664488,0.024354099415271894,11.610000000000023,2,-0.053860534019964025,0.15755627009646303
True,0.075,0.0,10.0,20.0,True,0.0,False,2.0,0.01,0.01,2.0,3,60.0,"('single', 'double', 'triple')",0.0,frozen,True,0.0,both,fixed_payout,{},{},{},169,-2.129999999999985,870.4899999999998,42.529999999999994,918,0.1840958605664488,-0.002446897724270222,-11.329999999999988,2,-0.1056400126979648,0.15755627009646303
True,0.075,0.0,10.0,20.0,True,0.0,False,2.0,0.01,0.01,2.0,3,60.0,"('single', 'double', 'triple')",120.0,dynamic,False,0.0,both,fixed_payout,{},{},{},169,41.85000000000002,870.4899999999998,49.64999999999999,918,0.1840958605664488,0.04807637077967585,38.21000000000002,3,0.0025748650841240254,0.15755627009646303
True,0.075,0.0,10.0,20.0,True,0.0,False,2.0,0.01,0.01,2.0,3,60.0,"('single', 'double', 'triple')",120.0,dynamic,True,0.0,both,fixed_payout,{},{},{},169,41.79000000000001,870.4899999999998,49.60999999999999,918,0.1840958605664488,0.048007444083217526,38.360000000000014,3,0.009206024478854363,0.15755627009646303
True,0.075,0.0,10.0,20.0,True,0.0,False,2.0,0.01,0.01,2.0,3,60.0,"('single', 'double', 'triple')",120.0,frozen,False,0.0,both,fixed_payout,{},{},{},169,44.59000000000002,870.4899999999998,49.61,918,0.1840958605664488,0.0512240232512723,40.850000000000016,3,0.018976402948749596,0.15755627009646303
True,0.075,0.0,10.0,20.0,True,0.0,False,2.0,0.01,0.01,2.0,3,60.0,"('single', 'double', 'triple')",120.0,frozen,True,0.0,both,fixed_payout,{},{},{},169,39.20000000000002,870.4899999999998,49.599999999999994,918,0.1840958605664488,0.045032108352766866,35.670000000000016,3,0.009170752354414302,0.15755627009646303
True,0.075,0.0,10.0,20.0,True,0.0,False,2.0,0.01,0.01,2.0,3,60.0,"('single', 'double', 'triple')",300.0,dynamic,False,0.0,both,fixed_payout,{},{},{},169,19.090000000000003,870.4899999999998,47.91,918,0.1840958605664488,0.021930177256487736,12.750000000000002,2,-0.0728016648442736,0.15755627009646303
True,0.075,0.0,10.0,20.0,True,0.0,False,2.0,0.01,0.01,2.0,3,60.0,"('single', 'double', 'triple')",300.0,dynamic,True,0.0,both,fixed_payout,{},{},{},169,10.420000000000012,870.4899999999998,48.17999999999999,918,0.1840958605664488,0.011970269618260997,3.70000000000001,2,-0.06888645903142748,0.15755627009646303
True,0.075,0.0,10.0,20.0,True,0.0,False,2.0,0.01,0.01,2.0,3,60.0,"('single', 'double', 'triple')",300.0,frozen,False,0.0,both,fixed_payout,{},{},{},169,12.820000000000004,870.4899999999998,47.48,918,0.1840958605664488,0.01472733747659365,6.480000000000002,2,-0.07922119149236362,0.15755627009646303
