reversion_fraction,state_exit,minimum_logit_residual,maximum_selected_entry_latency,maximum_inning,side_filter,trades,pnl,capital,roi,reversion_exits,thesis_invalidations,timeout_exits,fold_1_trades,fold_1_pnl,fold_1_roi,fold_2_trades,fold_2_pnl,fold_2_roi,fold_3_trades,fold_3_pnl,fold_3_roi,minimum_fold_trades,profitable_folds,worst_fold_roi
0.75,next_pitch,0.16,7.0,99,both,36,-12.326109056734106,360.0,-0.034239191824261404,1,1,13,11,-2.6113577495610913,-0.02373961590510083,15,-9.94079997115272,-0.06627199980768479,10,0.22604866397970186,0.0022604866397970187,10,1,-0.06627199980768479
0.5,none,0.04,3.0,8,both,3,-1.0282021151586362,30.0,-0.03427340383862121,0,0,3,1,-0.8108108108108101,-0.081081081081081,1,-0.21739130434782628,-0.02173913043478263,1,0.0,0.0,1,0,-0.081081081081081
0.5,none,0.04,3.0,8,no,3,-1.0282021151586362,30.0,-0.03427340383862121,0,0,3,1,-0.8108108108108101,-0.081081081081081,1,-0.21739130434782628,-0.02173913043478263,1,0.0,0.0,1,0,-0.081081081081081
0.5,none,0.04,3.0,9,both,3,-1.0282021151586362,30.0,-0.03427340383862121,0,0,3,1,-0.8108108108108101,-0.081081081081081,1,-0.21739130434782628,-0.02173913043478263,1,0.0,0.0,1,0,-0.081081081081081
0.5,none,0.04,3.0,9,no,3,-1.0282021151586362,30.0,-0.03427340383862121,0,0,3,1,-0.8108108108108101,-0.081081081081081,1,-0.21739130434782628,-0.02173913043478263,1,0.0,0.0,1,0,-0.081081081081081
0.5,none,0.04,3.0,99,both,3,-1.0282021151586362,30.0,-0.03427340383862121,0,0,3,1,-0.8108108108108101,-0.081081081081081,1,-0.21739130434782628,-0.02173913043478263,1,0.0,0.0,1,0,-0.081081081081081
0.5,none,0.04,3.0,99,no,3,-1.0282021151586362,30.0,-0.03427340383862121,0,0,3,1,-0.8108108108108101,-0.081081081081081,1,-0.21739130434782628,-0.02173913043478263,1,0.0,0.0,1,0,-0.081081081081081
0.5,none,0.08,3.0,8,both,3,-1.0282021151586362,30.0,-0.03427340383862121,0,0,3,1,-0.8108108108108101,-0.081081081081081,1,-0.21739130434782628,-0.02173913043478263,1,0.0,0.0,1,0,-0.081081081081081
0.5,none,0.08,3.0,8,no,3,-1.0282021151586362,30.0,-0.03427340383862121,0,0,3,1,-0.8108108108108101,-0.081081081081081,1,-0.21739130434782628,-0.02173913043478263,1,0.0,0.0,1,0,-0.081081081081081
0.5,none,0.08,3.0,9,both,3,-1.0282021151586362,30.0,-0.03427340383862121,0,0,3,1,-0.8108108108108101,-0.081081081081081,1,-0.21739130434782628,-0.02173913043478263,1,0.0,0.0,1,0,-0.081081081081081
0.5,none,0.08,3.0,9,no,3,-1.0282021151586362,30.0,-0.03427340383862121,0,0,3,1,-0.8108108108108101,-0.081081081081081,1,-0.21739130434782628,-0.02173913043478263,1,0.0,0.0,1,0,-0.081081081081081
0.5,none,0.08,3.0,99,both,3,-1.0282021151586362,30.0,-0.03427340383862121,0,0,3,1,-0.8108108108108101,-0.081081081081081,1,-0.21739130434782628,-0.02173913043478263,1,0.0,0.0,1,0,-0.081081081081081
0.5,none,0.08,3.0,99,no,3,-1.0282021151586362,30.0,-0.03427340383862121,0,0,3,1,-0.8108108108108101,-0.081081081081081,1,-0.21739130434782628,-0.02173913043478263,1,0.0,0.0,1,0,-0.081081081081081
0.75,none,0.04,3.0,8,no,3,-1.0282021151586362,30.0,-0.03427340383862121,0,0,3,1,-0.8108108108108101,-0.081081081081081,1,-0.21739130434782628,-0.02173913043478263,1,0.0,0.0,1,0,-0.081081081081081
0.75,none,0.04,3.0,9,no,3,-1.0282021151586362,30.0,-0.03427340383862121,0,0,3,1,-0.8108108108108101,-0.081081081081081,1,-0.21739130434782628,-0.02173913043478263,1,0.0,0.0,1,0,-0.081081081081081
0.75,none,0.04,3.0,99,no,3,-1.0282021151586362,30.0,-0.03427340383862121,0,0,3,1,-0.8108108108108101,-0.081081081081081,1,-0.21739130434782628,-0.02173913043478263,1,0.0,0.0,1,0,-0.081081081081081
0.75,none,0.08,3.0,8,both,3,-1.0282021151586362,30.0,-0.03427340383862121,0,0,3,1,-0.8108108108108101,-0.081081081081081,1,-0.21739130434782628,-0.02173913043478263,1,0.0,0.0,1,0,-0.081081081081081
0.75,none,0.08,3.0,8,no,3,-1.0282021151586362,30.0,-0.03427340383862121,0,0,3,1,-0.8108108108108101,-0.081081081081081,1,-0.21739130434782628,-0.02173913043478263,1,0.0,0.0,1,0,-0.081081081081081
0.75,none,0.08,3.0,9,both,3,-1.0282021151586362,30.0,-0.03427340383862121,0,0,3,1,-0.8108108108108101,-0.081081081081081,1,-0.21739130434782628,-0.02173913043478263,1,0.0,0.0,1,0,-0.081081081081081
0.75,none,0.08,3.0,9,no,3,-1.0282021151586362,30.0,-0.03427340383862121,0,0,3,1,-0.8108108108108101,-0.081081081081081,1,-0.21739130434782628,-0.02173913043478263,1,0.0,0.0,1,0,-0.081081081081081
0.75,none,0.08,3.0,99,both,3,-1.0282021151586362,30.0,-0.03427340383862121,0,0,3,1,-0.8108108108108101,-0.081081081081081,1,-0.21739130434782628,-0.02173913043478263,1,0.0,0.0,1,0,-0.081081081081081
0.75,none,0.08,3.0,99,no,3,-1.0282021151586362,30.0,-0.03427340383862121,0,0,3,1,-0.8108108108108101,-0.081081081081081,1,-0.21739130434782628,-0.02173913043478263,1,0.0,0.0,1,0,-0.081081081081081
1.0,none,0.04,3.0,8,no,3,-1.0282021151586362,30.0,-0.03427340383862121,0,0,3,1,-0.8108108108108101,-0.081081081081081,1,-0.21739130434782628,-0.02173913043478263,1,0.0,0.0,1,0,-0.081081081081081
1.0,none,0.04,3.0,9,no,3,-1.0282021151586362,30.0,-0.03427340383862121,0,0,3,1,-0.8108108108108101,-0.081081081081081,1,-0.21739130434782628,-0.02173913043478263,1,0.0,0.0,1,0,-0.081081081081081
1.0,none,0.04,3.0,99,no,3,-1.0282021151586362,30.0,-0.03427340383862121,0,0,3,1,-0.8108108108108101,-0.081081081081081,1,-0.21739130434782628,-0.02173913043478263,1,0.0,0.0,1,0,-0.081081081081081
1.0,none,0.08,3.0,8,no,3,-1.0282021151586362,30.0,-0.03427340383862121,0,0,3,1,-0.8108108108108101,-0.081081081081081,1,-0.21739130434782628,-0.02173913043478263,1,0.0,0.0,1,0,-0.081081081081081
1.0,none,0.08,3.0,9,no,3,-1.0282021151586362,30.0,-0.03427340383862121,0,0,3,1,-0.8108108108108101,-0.081081081081081,1,-0.21739130434782628,-0.02173913043478263,1,0.0,0.0,1,0,-0.081081081081081
1.0,none,0.08,3.0,99,no,3,-1.0282021151586362,30.0,-0.03427340383862121,0,0,3,1,-0.8108108108108101,-0.081081081081081,1,-0.21739130434782628,-0.02173913043478263,1,0.0,0.0,1,0,-0.081081081081081
0.25,next_pitch,0.04,10.0,9,yes,23,-7.892726130561012,230.0,-0.03431620056765657,6,1,10,8,-8.687660010240654,-0.10859575012800818,8,-6.962641877896116,-0.08703302347370145,7,7.757575757575758,0.11082251082251082,7,1,-0.10859575012800818
0.25,next_pitch,0.08,10.0,9,yes,23,-7.892726130561012,230.0,-0.03431620056765657,6,1,10,8,-8.687660010240654,-0.10859575012800818,8,-6.962641877896116,-0.08703302347370145,7,7.757575757575758,0.11082251082251082,7,1,-0.10859575012800818
0.25,next_pitch,0.12,10.0,9,yes,23,-7.892726130561012,230.0,-0.03431620056765657,6,1,10,8,-8.687660010240654,-0.10859575012800818,8,-6.962641877896116,-0.08703302347370145,7,7.757575757575758,0.11082251082251082,7,1,-0.10859575012800818
1.0,next_pitch,0.08,5.0,9,yes,12,-4.12044848199509,120.0,-0.03433707068329241,2,0,5,6,0.05379394224733358,0.0008965657041222263,3,-4.2932900432900425,-0.14310966810966808,3,0.11904761904761915,0.0039682539682539715,3,2,-0.14310966810966808
1.0,next_pitch,0.08,5.0,99,yes,12,-4.12044848199509,120.0,-0.03433707068329241,2,0,5,6,0.05379394224733358,0.0008965657041222263,3,-4.2932900432900425,-0.14310966810966808,3,0.11904761904761915,0.0039682539682539715,3,2,-0.14310966810966808
1.0,next_pitch,0.2,10.0,9,yes,20,-6.879390915051881,200.0,-0.0343969545752594,1,1,9,6,-3.1543266769073197,-0.05257211128178866,8,-9.641213306467545,-0.12051516633084432,6,5.916149068322984,0.09860248447204972,6,1,-0.12051516633084432
0.75,next_pitch,0.08,10.0,99,yes,41,-14.148709278483269,410.0,-0.0345090470206909,3,2,19,16,-9.066947815994423,-0.05666842384996514,12,-11.731676764578062,-0.09776397303815051,13,6.649915302089216,0.051153194631455505,12,1,-0.09776397303815051
0.75,next_pitch,0.2,7.0,8,yes,6,-2.0807003032809472,60.0,-0.03467833838801579,1,0,3,3,-0.4781362007168447,-0.01593787335722816,2,-1.7216117216117217,-0.08608058608058608,1,0.11904761904761915,0.011904761904761915,1,1,-0.08608058608058608
1.0,next_pitch,0.2,5.0,8,both,10,-3.4720680090245293,100.0,-0.034720680090245294,1,0,4,4,-2.0804342804342797,-0.05201085701085699,3,-1.5106813476378695,-0.05035604492126232,3,0.11904761904761915,0.0039682539682539715,3,1,-0.05201085701085699
0.5,next_pitch,0.04,10.0,99,yes,38,-13.202415988439979,380.0,-0.03474319996957889,7,2,14,15,-8.910697815994423,-0.059404652106629485,12,-10.822585855487153,-0.09018821546239295,11,6.530867683041596,0.05937152439128724,11,1,-0.09018821546239295
0.5,next_pitch,0.08,10.0,99,yes,38,-13.202415988439979,380.0,-0.03474319996957889,7,2,14,15,-8.910697815994423,-0.059404652106629485,12,-10.822585855487153,-0.09018821546239295,11,6.530867683041596,0.05937152439128724,11,1,-0.09018821546239295
0.75,next_plate_appearance,0.12,10.0,9,both,71,-24.717870478785766,710.0,-0.03481390208279685,15,16,2,26,-4.130881190534128,-0.015888004578977415,22,-23.142001725959823,-0.10519091693618102,23,2.5550124377081866,0.011108749729166029,22,1,-0.10519091693618102
0.75,next_pitch,0.16,7.0,6,no,13,-4.5399606889861746,130.0,-0.03492277453066288,0,1,5,2,-2.2867132867132876,-0.11433566433566437,5,-0.6935817805383016,-0.013871635610766032,6,-1.5596656217345857,-0.02599442702890976,2,0,-0.11433566433566437
1.0,next_pitch,0.16,7.0,6,no,13,-4.5399606889861746,130.0,-0.03492277453066288,0,1,5,2,-2.2867132867132876,-0.11433566433566437,5,-0.6935817805383016,-0.013871635610766032,6,-1.5596656217345857,-0.02599442702890976,2,0,-0.11433566433566437
0.5,next_pitch,0.2,7.0,6,no,9,-3.15467930370479,90.0,-0.03505199226338655,0,0,3,2,-2.2867132867132876,-0.11433566433566437,3,-0.21739130434782628,-0.007246376811594209,4,-0.650574712643677,-0.016264367816091925,2,0,-0.11433566433566437
0.75,next_pitch,0.2,10.0,9,yes,19,-6.671815157476124,190.0,-0.03511481661829539,1,1,9,6,-3.2876600102406535,-0.05479433350401089,7,-9.300304215558453,-0.1328614887936922,6,5.916149068322984,0.09860248447204972,6,1,-0.1328614887936922
0.25,none,0.3,7.0,9,both,13,-4.570033830903397,130.0,-0.03515410639156459,2,0,11,4,3.4642072902942465,0.08660518225735617,8,-9.70090778786431,-0.12126134734830388,1,1.6666666666666683,0.16666666666666682,1,2,-0.12126134734830388
0.25,none,0.3,7.0,99,both,13,-4.570033830903397,130.0,-0.03515410639156459,2,0,11,4,3.4642072902942465,0.08660518225735617,8,-9.70090778786431,-0.12126134734830388,1,1.6666666666666683,0.16666666666666682,1,2,-0.12126134734830388
0.75,next_pitch,0.2,7.0,9,both,31,-10.908543571372014,310.0,-0.035188850230232306,1,1,10,9,-2.1028831732899063,-0.02336536859211007,14,-9.94079997115272,-0.07100571407966227,8,1.1351395730706104,0.01418924466338263,8,1,-0.07100571407966227
0.75,next_pitch,0.2,7.0,99,both,31,-10.908543571372014,310.0,-0.035188850230232306,1,1,10,9,-2.1028831732899063,-0.02336536859211007,14,-9.94079997115272,-0.07100571407966227,8,1.1351395730706104,0.01418924466338263,8,1,-0.07100571407966227
0.25,none,0.2,7.0,6,no,7,-2.464477551434075,70.0,-0.03520682216334393,1,0,6,2,-2.8531468531468533,-0.14265734265734267,3,-0.21739130434782628,-0.007246376811594209,2,0.6060606060606049,0.03030303030303024,2,1,-0.14265734265734267
1.0,next_plate_appearance,0.12,5.0,8,both,16,-5.6392025790157465,160.0,-0.035245016118848414,3,7,0,7,-8.959476295069514,-0.12799251850099305,4,-1.987487150530629,-0.04968717876326573,5,5.307760866584395,0.10615521733168791,4,1,-0.12799251850099305
0.5,next_pitch,0.2,7.0,8,both,18,-6.359127578559798,180.0,-0.03532848654755443,1,0,5,7,-3.7695498399565723,-0.0538507119993796,5,-1.939003025959548,-0.03878006051919096,6,-0.650574712643677,-0.010842911877394616,5,0,-0.0538507119993796
0.5,next_pitch,0.12,5.0,6,yes,3,-1.0608555286521366,30.0,-0.035361850955071224,1,0,0,2,-0.10847457627118473,-0.0054237288135592365,1,-0.9523809523809519,-0.09523809523809519,0,0.0,0.0,0,0,-0.09523809523809519
0.5,next_pitch,0.16,5.0,6,yes,3,-1.0608555286521366,30.0,-0.035361850955071224,1,0,0,2,-0.10847457627118473,-0.0054237288135592365,1,-0.9523809523809519,-0.09523809523809519,0,0.0,0.0,0,0,-0.09523809523809519
0.75,next_pitch,0.12,5.0,6,yes,3,-1.0608555286521366,30.0,-0.035361850955071224,1,0,0,2,-0.10847457627118473,-0.0054237288135592365,1,-0.9523809523809519,-0.09523809523809519,0,0.0,0.0,0,0,-0.09523809523809519
0.75,next_pitch,0.16,5.0,6,yes,3,-1.0608555286521366,30.0,-0.035361850955071224,1,0,0,2,-0.10847457627118473,-0.0054237288135592365,1,-0.9523809523809519,-0.09523809523809519,0,0.0,0.0,0,0,-0.09523809523809519
1.0,next_plate_appearance,0.04,3.0,8,both,6,-2.1348472653830037,60.0,-0.035580787756383396,1,2,0,1,-0.9459459459459453,-0.09459459459459453,3,-0.018622681666161156,-0.0006207560555387052,2,-1.1702786377708974,-0.05851393188854487,1,0,-0.09459459459459453
1.0,next_plate_appearance,0.04,3.0,9,both,6,-2.1348472653830037,60.0,-0.035580787756383396,1,2,0,1,-0.9459459459459453,-0.09459459459459453,3,-0.018622681666161156,-0.0006207560555387052,2,-1.1702786377708974,-0.05851393188854487,1,0,-0.09459459459459453
1.0,next_plate_appearance,0.04,3.0,99,both,6,-2.1348472653830037,60.0,-0.035580787756383396,1,2,0,1,-0.9459459459459453,-0.09459459459459453,3,-0.018622681666161156,-0.0006207560555387052,2,-1.1702786377708974,-0.05851393188854487,1,0,-0.09459459459459453
0.25,next_pitch,0.2,7.0,9,both,24,-8.5484401925959,240.0,-0.03561850080248292,4,0,7,7,-2.3677480381547715,-0.033824971973639595,12,-7.847358821107798,-0.06539465684256499,5,1.6666666666666683,0.03333333333333337,5,1,-0.06539465684256499
0.25,next_pitch,0.2,7.0,99,both,24,-8.5484401925959,240.0,-0.03561850080248292,4,0,7,7,-2.3677480381547715,-0.033824971973639595,12,-7.847358821107798,-0.06539465684256499,5,1.6666666666666683,0.03333333333333337,5,1,-0.06539465684256499
0.25,next_pitch,0.16,7.0,8,no,12,-4.2827607175433275,120.0,-0.035689672646194395,0,0,3,4,-3.1562785041045927,-0.07890696260261482,3,-0.21739130434782628,-0.007246376811594209,5,-0.9090909090909086,-0.018181818181818174,3,0,-0.07890696260261482
1.0,next_plate_appearance,0.04,5.0,6,yes,9,-3.2189165291559756,90.0,-0.03576573921284417,2,4,0,5,-0.21162507846829914,-0.004232501569365983,2,-2.4816849816849813,-0.12408424908424906,2,-0.5256064690026957,-0.026280323450134785,2,0,-0.12408424908424906
0.25,next_pitch,0.2,7.0,6,no,7,-2.5041045910611137,70.0,-0.03577292272944448,0,0,2,2,-2.2867132867132876,-0.11433566433566437,3,-0.21739130434782628,-0.007246376811594209,2,0.0,0.0,2,0,-0.11433566433566437
1.0,next_plate_appearance,0.08,7.0,8,yes,17,-6.081813857423322,170.0,-0.0357753756319019,3,7,0,7,-0.8747075157442845,-0.012495821653489779,4,-3.486929736929736,-0.0871732434232434,6,-1.7201766047493017,-0.028669610079155028,4,0,-0.0871732434232434
0.75,next_plate_appearance,0.16,10.0,99,both,60,-21.514742191418346,600.0,-0.03585790365236391,12,14,2,20,7.131410155996345,0.03565705077998173,21,-32.25311283707094,-0.1535862516050997,19,3.6069604896562395,0.0189840025771381,19,2,-0.1535862516050997
0.25,next_pitch,0.04,7.0,8,no,13,-4.667376102158712,130.0,-0.03590289309352855,0,0,3,5,-3.5408938887199772,-0.07081787777439955,3,-0.21739130434782628,-0.007246376811594209,5,-0.9090909090909086,-0.018181818181818174,3,0,-0.07081787777439955
0.25,next_pitch,0.08,7.0,8,no,13,-4.667376102158712,130.0,-0.03590289309352855,0,0,3,5,-3.5408938887199772,-0.07081787777439955,3,-0.21739130434782628,-0.007246376811594209,5,-0.9090909090909086,-0.018181818181818174,3,0,-0.07081787777439955
0.25,next_pitch,0.12,7.0,8,no,13,-4.667376102158712,130.0,-0.03590289309352855,0,0,3,5,-3.5408938887199772,-0.07081787777439955,3,-0.21739130434782628,-0.007246376811594209,5,-0.9090909090909086,-0.018181818181818174,3,0,-0.07081787777439955
1.0,next_plate_appearance,0.04,10.0,6,yes,25,-8.982998114869439,250.0,-0.03593199245947776,6,10,1,11,-4.842780766549984,-0.04402527969590894,6,-2.9522732169790977,-0.04920455361631829,8,-1.1879441313403583,-0.014849301641754478,6,0,-0.04920455361631829
0.25,none,0.04,5.0,6,both,4,-1.442832529789052,40.0,-0.0360708132447263,2,0,2,1,-2.3076923076923075,-0.23076923076923075,2,0.25879917184265033,0.012939958592132516,1,0.6060606060606049,0.06060606060606048,1,2,-0.23076923076923075
0.25,none,0.08,5.0,6,both,4,-1.442832529789052,40.0,-0.0360708132447263,2,0,2,1,-2.3076923076923075,-0.23076923076923075,2,0.25879917184265033,0.012939958592132516,1,0.6060606060606049,0.06060606060606048,1,2,-0.23076923076923075
0.25,none,0.12,5.0,6,both,4,-1.442832529789052,40.0,-0.0360708132447263,2,0,2,1,-2.3076923076923075,-0.23076923076923075,2,0.25879917184265033,0.012939958592132516,1,0.6060606060606049,0.06060606060606048,1,2,-0.23076923076923075
0.25,none,0.16,5.0,6,both,4,-1.442832529789052,40.0,-0.0360708132447263,2,0,2,1,-2.3076923076923075,-0.23076923076923075,2,0.25879917184265033,0.012939958592132516,1,0.6060606060606049,0.06060606060606048,1,2,-0.23076923076923075
0.25,none,0.2,5.0,6,both,4,-1.442832529789052,40.0,-0.0360708132447263,2,0,2,1,-2.3076923076923075,-0.23076923076923075,2,0.25879917184265033,0.012939958592132516,1,0.6060606060606049,0.06060606060606048,1,2,-0.23076923076923075
1.0,next_pitch,0.2,5.0,9,no,6,-2.166907710385972,60.0,-0.036115128506432864,0,0,3,2,-2.058212058212059,-0.10291060291060294,2,-0.10869565217391314,-0.005434782608695657,2,0.0,0.0,2,0,-0.10291060291060294
1.0,next_pitch,0.2,5.0,99,no,6,-2.166907710385972,60.0,-0.036115128506432864,0,0,3,2,-2.058212058212059,-0.10291060291060294,2,-0.10869565217391314,-0.005434782608695657,2,0.0,0.0,2,0,-0.10291060291060294
0.5,next_plate_appearance,0.04,7.0,8,yes,11,-3.9836452368282327,110.0,-0.03621495669843848,3,4,0,6,-0.5392908490776183,-0.008988180817960304,3,-2.918747918747919,-0.0972915972915973,2,-0.5256064690026957,-0.026280323450134785,2,0,-0.0972915972915973
0.5,next_plate_appearance,0.08,7.0,8,yes,11,-3.9836452368282327,110.0,-0.03621495669843848,3,4,0,6,-0.5392908490776183,-0.008988180817960304,3,-2.918747918747919,-0.0972915972915973,2,-0.5256064690026957,-0.026280323450134785,2,0,-0.0972915972915973
0.5,next_pitch,0.3,10.0,99,yes,15,-5.433583251810634,150.0,-0.03622388834540423,2,2,6,3,-1.1180555555555545,-0.037268518518518486,7,-10.112629145530443,-0.1444661306504349,5,5.797101449275364,0.11594202898550728,3,1,-0.1444661306504349
0.75,next_pitch,0.3,10.0,99,yes,15,-5.433583251810634,150.0,-0.03622388834540423,0,2,7,3,-1.1180555555555545,-0.037268518518518486,7,-10.112629145530443,-0.1444661306504349,5,5.797101449275364,0.11594202898550728,3,1,-0.1444661306504349
1.0,next_pitch,0.3,10.0,99,yes,15,-5.433583251810634,150.0,-0.03622388834540423,0,2,7,3,-1.1180555555555545,-0.037268518518518486,7,-10.112629145530443,-0.1444661306504349,5,5.797101449275364,0.11594202898550728,3,1,-0.1444661306504349
0.25,next_pitch,0.3,7.0,8,no,4,-1.4505928853754952,40.0,-0.03626482213438738,0,0,2,2,-1.233201581027669,-0.06166007905138345,2,-0.21739130434782628,-0.010869565217391314,0,0.0,0.0,0,0,-0.06166007905138345
1.0,next_pitch,0.3,7.0,8,both,8,-2.908712543495153,80.0,-0.03635890679368941,0,0,6,3,-1.7887571365832236,-0.05962523788610745,3,-0.9866220735785961,-0.03288740245261987,2,-0.13333333333333347,-0.006666666666666673,2,0,-0.05962523788610745
0.75,next_plate_appearance,0.08,5.0,8,both,20,-7.279567729166444,200.0,-0.036397838645832216,5,6,1,11,-8.628511195354415,-0.07844101086685831,3,-1.6873706004140787,-0.05624568668046929,6,3.0363140666020496,0.050605234443367494,3,1,-0.07844101086685831
0.5,next_plate_appearance,0.12,3.0,8,both,2,-0.7285546415981202,20.0,-0.03642773207990601,0,1,0,1,-0.9459459459459453,-0.09459459459459453,1,0.21739130434782508,0.021739130434782507,0,0.0,0.0,0,1,-0.09459459459459453
0.5,next_plate_appearance,0.12,3.0,8,no,2,-0.7285546415981202,20.0,-0.03642773207990601,0,1,0,1,-0.9459459459459453,-0.09459459459459453,1,0.21739130434782508,0.021739130434782507,0,0.0,0.0,0,1,-0.09459459459459453
0.5,next_plate_appearance,0.12,3.0,9,both,2,-0.7285546415981202,20.0,-0.03642773207990601,0,1,0,1,-0.9459459459459453,-0.09459459459459453,1,0.21739130434782508,0.021739130434782507,0,0.0,0.0,0,1,-0.09459459459459453
0.5,next_plate_appearance,0.12,3.0,9,no,2,-0.7285546415981202,20.0,-0.03642773207990601,0,1,0,1,-0.9459459459459453,-0.09459459459459453,1,0.21739130434782508,0.021739130434782507,0,0.0,0.0,0,1,-0.09459459459459453
0.5,next_plate_appearance,0.12,3.0,99,both,2,-0.7285546415981202,20.0,-0.03642773207990601,0,1,0,1,-0.9459459459459453,-0.09459459459459453,1,0.21739130434782508,0.021739130434782507,0,0.0,0.0,0,1,-0.09459459459459453
0.5,next_plate_appearance,0.12,3.0,99,no,2,-0.7285546415981202,20.0,-0.03642773207990601,0,1,0,1,-0.9459459459459453,-0.09459459459459453,1,0.21739130434782508,0.021739130434782507,0,0.0,0.0,0,1,-0.09459459459459453
0.5,next_plate_appearance,0.16,3.0,8,both,2,-0.7285546415981202,20.0,-0.03642773207990601,0,1,0,1,-0.9459459459459453,-0.09459459459459453,1,0.21739130434782508,0.021739130434782507,0,0.0,0.0,0,1,-0.09459459459459453
0.5,next_plate_appearance,0.16,3.0,8,no,2,-0.7285546415981202,20.0,-0.03642773207990601,0,1,0,1,-0.9459459459459453,-0.09459459459459453,1,0.21739130434782508,0.021739130434782507,0,0.0,0.0,0,1,-0.09459459459459453
0.5,next_plate_appearance,0.16,3.0,9,both,2,-0.7285546415981202,20.0,-0.03642773207990601,0,1,0,1,-0.9459459459459453,-0.09459459459459453,1,0.21739130434782508,0.021739130434782507,0,0.0,0.0,0,1,-0.09459459459459453
0.5,next_plate_appearance,0.16,3.0,9,no,2,-0.7285546415981202,20.0,-0.03642773207990601,0,1,0,1,-0.9459459459459453,-0.09459459459459453,1,0.21739130434782508,0.021739130434782507,0,0.0,0.0,0,1,-0.09459459459459453
0.5,next_plate_appearance,0.16,3.0,99,both,2,-0.7285546415981202,20.0,-0.03642773207990601,0,1,0,1,-0.9459459459459453,-0.09459459459459453,1,0.21739130434782508,0.021739130434782507,0,0.0,0.0,0,1,-0.09459459459459453
0.5,next_plate_appearance,0.16,3.0,99,no,2,-0.7285546415981202,20.0,-0.03642773207990601,0,1,0,1,-0.9459459459459453,-0.09459459459459453,1,0.21739130434782508,0.021739130434782507,0,0.0,0.0,0,1,-0.09459459459459453
0.5,next_plate_appearance,0.2,3.0,8,both,2,-0.7285546415981202,20.0,-0.03642773207990601,0,1,0,1,-0.9459459459459453,-0.09459459459459453,1,0.21739130434782508,0.021739130434782507,0,0.0,0.0,0,1,-0.09459459459459453
0.5,next_plate_appearance,0.2,3.0,8,no,2,-0.7285546415981202,20.0,-0.03642773207990601,0,1,0,1,-0.9459459459459453,-0.09459459459459453,1,0.21739130434782508,0.021739130434782507,0,0.0,0.0,0,1,-0.09459459459459453
0.5,next_plate_appearance,0.2,3.0,9,both,2,-0.7285546415981202,20.0,-0.03642773207990601,0,1,0,1,-0.9459459459459453,-0.09459459459459453,1,0.21739130434782508,0.021739130434782507,0,0.0,0.0,0,1,-0.09459459459459453
0.5,next_plate_appearance,0.2,3.0,9,no,2,-0.7285546415981202,20.0,-0.03642773207990601,0,1,0,1,-0.9459459459459453,-0.09459459459459453,1,0.21739130434782508,0.021739130434782507,0,0.0,0.0,0,1,-0.09459459459459453
0.5,next_plate_appearance,0.2,3.0,99,both,2,-0.7285546415981202,20.0,-0.03642773207990601,0,1,0,1,-0.9459459459459453,-0.09459459459459453,1,0.21739130434782508,0.021739130434782507,0,0.0,0.0,0,1,-0.09459459459459453
0.5,next_plate_appearance,0.2,3.0,99,no,2,-0.7285546415981202,20.0,-0.03642773207990601,0,1,0,1,-0.9459459459459453,-0.09459459459459453,1,0.21739130434782508,0.021739130434782507,0,0.0,0.0,0,1,-0.09459459459459453
0.75,next_plate_appearance,0.12,3.0,8,both,2,-0.7285546415981202,20.0,-0.03642773207990601,0,1,0,1,-0.9459459459459453,-0.09459459459459453,1,0.21739130434782508,0.021739130434782507,0,0.0,0.0,0,1,-0.09459459459459453
0.75,next_plate_appearance,0.12,3.0,8,no,2,-0.7285546415981202,20.0,-0.03642773207990601,0,1,0,1,-0.9459459459459453,-0.09459459459459453,1,0.21739130434782508,0.021739130434782507,0,0.0,0.0,0,1,-0.09459459459459453
0.75,next_plate_appearance,0.12,3.0,9,both,2,-0.7285546415981202,20.0,-0.03642773207990601,0,1,0,1,-0.9459459459459453,-0.09459459459459453,1,0.21739130434782508,0.021739130434782507,0,0.0,0.0,0,1,-0.09459459459459453
0.75,next_plate_appearance,0.12,3.0,9,no,2,-0.7285546415981202,20.0,-0.03642773207990601,0,1,0,1,-0.9459459459459453,-0.09459459459459453,1,0.21739130434782508,0.021739130434782507,0,0.0,0.0,0,1,-0.09459459459459453
0.75,next_plate_appearance,0.12,3.0,99,both,2,-0.7285546415981202,20.0,-0.03642773207990601,0,1,0,1,-0.9459459459459453,-0.09459459459459453,1,0.21739130434782508,0.021739130434782507,0,0.0,0.0,0,1,-0.09459459459459453
0.75,next_plate_appearance,0.12,3.0,99,no,2,-0.7285546415981202,20.0,-0.03642773207990601,0,1,0,1,-0.9459459459459453,-0.09459459459459453,1,0.21739130434782508,0.021739130434782507,0,0.0,0.0,0,1,-0.09459459459459453
0.75,next_plate_appearance,0.16,3.0,8,both,2,-0.7285546415981202,20.0,-0.03642773207990601,0,1,0,1,-0.9459459459459453,-0.09459459459459453,1,0.21739130434782508,0.021739130434782507,0,0.0,0.0,0,1,-0.09459459459459453
0.75,next_plate_appearance,0.16,3.0,8,no,2,-0.7285546415981202,20.0,-0.03642773207990601,0,1,0,1,-0.9459459459459453,-0.09459459459459453,1,0.21739130434782508,0.021739130434782507,0,0.0,0.0,0,1,-0.09459459459459453
