reversion_fraction,state_exit,minimum_logit_residual,maximum_selected_entry_latency,maximum_inning,side_filter,trades,pnl,capital,roi,reversion_exits,thesis_invalidations,timeout_exits,fold_1_trades,fold_1_pnl,fold_1_roi,fold_2_trades,fold_2_pnl,fold_2_roi,fold_3_trades,fold_3_pnl,fold_3_roi,minimum_fold_trades,profitable_folds,worst_fold_roi
0.25,none,0.16,10.0,9,both,41,25.097795260685462,410.0,0.06121413478215967,19,1,21,14,20.961686513579927,0.14972633223985662,15,-8.06025044925366,-0.0537350029950244,12,12.196359196359197,0.10163632663632664,12,2,-0.0537350029950244
0.25,next_pitch,0.2,10.0,8,no,14,8.515219080436474,140.0,0.0608229934316891,3,0,3,5,5.732610384784299,0.11465220769568597,3,-0.21739130434782628,-0.007246376811594209,6,3.0,0.05,3,2,-0.007246376811594209
0.5,none,0.2,10.0,6,no,13,7.888299223144705,130.0,0.06067922479342081,4,0,9,4,3.8135198135198136,0.09533799533799533,3,-0.21739130434782628,-0.007246376811594209,6,4.292170713972718,0.07153617856621196,3,2,-0.007246376811594209
0.75,next_pitch,0.2,10.0,9,no,27,16.26739482714703,270.0,0.06024961047091493,3,1,5,9,11.708586360760274,0.1300954040084475,8,-2.504902535255283,-0.03131128169069104,10,7.063711001642036,0.07063711001642037,8,2,-0.03131128169069104
0.75,next_pitch,0.2,10.0,99,no,27,16.26739482714703,270.0,0.06024961047091493,3,1,5,9,11.708586360760274,0.1300954040084475,8,-2.504902535255283,-0.03131128169069104,10,7.063711001642036,0.07063711001642037,8,2,-0.03131128169069104
0.5,next_plate_appearance,0.16,10.0,6,no,17,10.201029883442827,170.0,0.06000605813789898,6,0,0,5,3.8048590716169386,0.07609718143233878,3,0.47380156075808166,0.01579338535860272,9,5.922369251067807,0.0658041027896423,3,3,0.01579338535860272
0.5,none,0.2,10.0,8,no,19,11.292278453210894,190.0,0.059433044490583654,7,0,12,7,2.567926394013351,0.0366846627716193,3,-0.21739130434782628,-0.007246376811594209,9,8.941743363545367,0.09935270403939296,3,2,-0.007246376811594209
0.25,none,0.2,7.0,8,yes,4,2.377210603017055,40.0,0.05943026507542637,1,0,3,2,2.670250896057348,0.1335125448028674,2,-0.2930402930402932,-0.01465201465201466,0,0.0,0.0,0,1,-0.01465201465201466
0.5,none,0.12,7.0,9,no,24,14.257588595027421,240.0,0.05940661914594759,4,1,19,9,13.486845312932267,0.14985383681035852,6,-3.349466776045941,-0.05582444626743235,9,4.120210058141093,0.04578011175712326,6,2,-0.05582444626743235
0.5,none,0.12,7.0,99,no,24,14.257588595027421,240.0,0.05940661914594759,4,1,19,9,13.486845312932267,0.14985383681035852,6,-3.349466776045941,-0.05582444626743235,9,4.120210058141093,0.04578011175712326,6,2,-0.05582444626743235
0.5,next_plate_appearance,0.08,7.0,9,no,29,16.971270612614166,290.0,0.05852162280211781,7,2,2,10,14.367220519394431,0.1436722051939443,8,-2.1195344488766032,-0.02649418061095754,11,4.723584542096341,0.042941677655421284,8,2,-0.02649418061095754
0.5,next_plate_appearance,0.08,7.0,99,no,29,16.971270612614166,290.0,0.05852162280211781,7,2,2,10,14.367220519394431,0.1436722051939443,8,-2.1195344488766032,-0.02649418061095754,11,4.723584542096341,0.042941677655421284,8,2,-0.02649418061095754
1.0,next_pitch,0.2,10.0,9,no,29,16.947519050749513,290.0,0.058439720864653495,3,1,7,9,11.708586360760274,0.1300954040084475,9,-2.39620688308137,-0.026624520923126335,11,7.6351395730706075,0.06941035975518735,9,2,-0.026624520923126335
1.0,next_pitch,0.2,10.0,99,no,29,16.947519050749513,290.0,0.058439720864653495,3,1,7,9,11.708586360760274,0.1300954040084475,9,-2.39620688308137,-0.026624520923126335,11,7.6351395730706075,0.06941035975518735,9,2,-0.026624520923126335
1.0,next_plate_appearance,0.16,10.0,8,no,31,18.087062706374418,310.0,0.05834536356894974,5,6,0,10,1.606994967103217,0.01606994967103217,8,2.4385201754766985,0.030481502193458732,13,14.041547563794506,0.1080119043368808,8,3,0.01606994967103217
0.5,none,0.2,10.0,6,both,19,11.085534246186182,190.0,0.05834491708519043,6,0,13,8,7.963135788942242,0.09953919736177802,4,-1.1697722567287783,-0.029244306418219457,7,4.292170713972718,0.06131672448532454,4,2,-0.029244306418219457
1.0,none,0.2,10.0,6,no,15,8.745267523661393,150.0,0.058301783491075954,3,3,9,4,3.8135198135198136,0.09533799533799533,5,-0.9435817805383018,-0.018871635610766036,6,5.8753294906798805,0.09792215817799801,4,2,-0.018871635610766036
1.0,none,0.12,5.0,6,no,4,2.323401236444714,40.0,0.05808503091111785,1,0,3,1,-2.3076923076923075,-0.23076923076923075,1,-0.21739130434782628,-0.02173913043478263,2,4.848484848484848,0.24242424242424238,1,1,-0.23076923076923075
1.0,none,0.16,5.0,6,no,4,2.323401236444714,40.0,0.05808503091111785,1,0,3,1,-2.3076923076923075,-0.23076923076923075,1,-0.21739130434782628,-0.02173913043478263,2,4.848484848484848,0.24242424242424238,1,1,-0.23076923076923075
0.25,next_pitch,0.2,10.0,6,both,14,8.06220365266649,140.0,0.057587168947617784,4,0,4,6,6.803404480823836,0.11339007468039727,4,0.25879917184265033,0.006469979296066258,4,1.0000000000000009,0.025000000000000022,4,3,0.006469979296066258
0.5,next_plate_appearance,0.04,7.0,9,no,30,17.27430091564447,300.0,0.057581003052148236,8,2,2,10,14.367220519394431,0.1436722051939443,8,-2.1195344488766032,-0.02649418061095754,12,5.026614845126644,0.04188845704272203,8,2,-0.02649418061095754
0.5,next_plate_appearance,0.2,7.0,6,yes,3,1.7210445468509992,30.0,0.05736815156169997,1,1,0,2,3.625806451612903,0.18129032258064515,1,-1.9047619047619038,-0.19047619047619038,0,0.0,0.0,0,1,-0.19047619047619038
0.75,next_plate_appearance,0.2,7.0,6,yes,3,1.7210445468509992,30.0,0.05736815156169997,1,1,0,2,3.625806451612903,0.18129032258064515,1,-1.9047619047619038,-0.19047619047619038,0,0.0,0.0,0,1,-0.19047619047619038
0.75,none,0.12,7.0,9,no,26,14.856184443623274,260.0,0.057139170937012596,4,3,19,9,13.486845312932267,0.14985383681035852,8,-4.075657252236416,-0.050945715652955206,9,5.444996382927418,0.06049995981030465,8,2,-0.050945715652955206
0.75,none,0.12,7.0,99,no,26,14.856184443623274,260.0,0.057139170937012596,4,3,19,9,13.486845312932267,0.14985383681035852,8,-4.075657252236416,-0.050945715652955206,9,5.444996382927418,0.06049995981030465,8,2,-0.050945715652955206
1.0,next_plate_appearance,0.16,10.0,6,no,20,11.324664850626183,200.0,0.056623324253130915,3,3,0,5,3.8048590716169386,0.07609718143233878,6,0.014277751234273106,0.00023796252057121844,9,7.50552802777497,0.08339475586416634,5,3,0.00023796252057121844
0.25,next_plate_appearance,0.16,10.0,6,both,16,9.029056341819317,160.0,0.05643160213637073,6,1,1,6,6.473003698810151,0.10788339498016919,5,1.8590829460394669,0.03718165892078934,5,0.6969696969696971,0.013939393939393942,5,3,0.013939393939393942
0.25,next_plate_appearance,0.04,10.0,6,both,18,10.119965432728407,180.0,0.05622203018182448,7,1,1,6,6.473003698810151,0.10788339498016919,5,1.8590829460394669,0.03718165892078934,7,1.7878787878787876,0.025541125541125538,5,3,0.025541125541125538
0.25,next_plate_appearance,0.08,10.0,6,both,18,10.119965432728407,180.0,0.05622203018182448,7,1,1,6,6.473003698810151,0.10788339498016919,5,1.8590829460394669,0.03718165892078934,7,1.7878787878787876,0.025541125541125538,5,3,0.025541125541125538
0.25,next_plate_appearance,0.12,10.0,6,both,18,10.119965432728407,180.0,0.05622203018182448,7,1,1,6,6.473003698810151,0.10788339498016919,5,1.8590829460394669,0.03718165892078934,7,1.7878787878787876,0.025541125541125538,5,3,0.025541125541125538
0.75,next_plate_appearance,0.08,7.0,9,no,32,17.855348941814444,320.0,0.05579796544317014,6,4,2,10,15.178031330205243,0.15178031330205244,10,-2.8457249250670786,-0.028457249250670787,12,5.523042536676286,0.04602535447230238,10,2,-0.028457249250670787
0.75,next_plate_appearance,0.08,7.0,99,no,32,17.855348941814444,320.0,0.05579796544317014,6,4,2,10,15.178031330205243,0.15178031330205244,10,-2.8457249250670786,-0.028457249250670787,12,5.523042536676286,0.04602535447230238,10,2,-0.028457249250670787
1.0,none,0.2,10.0,6,yes,6,3.3305683563748083,60.0,0.05550947260624681,1,1,4,4,4.282949308755761,0.10707373271889402,1,-0.9523809523809519,-0.09523809523809519,1,0.0,0.0,1,1,-0.09523809523809519
1.0,none,0.2,10.0,9,no,29,15.847478655815102,290.0,0.054646478123500354,6,3,19,9,2.5679263940133517,0.02853251548903724,9,-3.966961600062503,-0.04407735111180559,11,17.24651386186425,0.15678648965331138,9,2,-0.04407735111180559
1.0,none,0.2,10.0,99,no,29,15.847478655815102,290.0,0.054646478123500354,6,3,19,9,2.5679263940133517,0.02853251548903724,9,-3.966961600062503,-0.04407735111180559,11,17.24651386186425,0.15678648965331138,9,2,-0.04407735111180559
0.75,next_plate_appearance,0.2,10.0,8,no,21,11.457320574165491,210.0,0.05455866940078805,4,4,0,7,1.3226812416130207,0.01889544630875744,5,-0.25238891543239383,-0.0050477783086478765,9,10.387028247984864,0.1154114249776096,5,2,-0.0050477783086478765
1.0,none,0.16,10.0,8,no,31,16.820973066630366,310.0,0.054261203440743117,6,4,21,10,2.8522401195035476,0.028522401195035477,8,1.91702428006776,0.023962803500847,13,12.051708667059058,0.09270545128506968,8,3,0.023962803500847
0.25,none,0.3,10.0,8,both,13,7.033140772271209,130.0,0.05410108286362469,4,0,9,6,8.35309617918314,0.13921826965305234,3,-0.9866220735785961,-0.03288740245261987,4,-0.33333333333333304,-0.008333333333333326,3,1,-0.03288740245261987
1.0,none,0.2,7.0,9,no,21,11.21767834859544,210.0,0.05341751594569257,3,2,16,5,5.901259727346685,0.11802519454693369,9,-3.966961600062503,-0.04407735111180559,7,9.283380221311258,0.1326197174473037,5,2,-0.04407735111180559
1.0,none,0.2,7.0,99,no,21,11.21767834859544,210.0,0.05341751594569257,3,2,16,5,5.901259727346685,0.11802519454693369,9,-3.966961600062503,-0.04407735111180559,7,9.283380221311258,0.1326197174473037,5,2,-0.04407735111180559
1.0,next_plate_appearance,0.12,7.0,9,no,29,15.476248078458768,290.0,0.05336637268434058,5,5,1,9,9.98572363789755,0.11095248486552833,10,-3.4774998722906862,-0.03477499872290686,10,8.9680243128519,0.08968024312851901,9,2,-0.03477499872290686
1.0,next_plate_appearance,0.12,7.0,99,no,29,15.476248078458768,290.0,0.05336637268434058,5,5,1,9,9.98572363789755,0.11095248486552833,10,-3.4774998722906862,-0.03477499872290686,10,8.9680243128519,0.08968024312851901,9,2,-0.03477499872290686
0.25,next_plate_appearance,0.2,7.0,9,no,14,7.4691628215008,140.0,0.053351163010719994,7,0,0,4,1.2982669504408608,0.03245667376102152,6,3.684493384657453,0.06140822307762421,4,2.4864024864024867,0.06216006216006217,4,3,0.03245667376102152
0.25,next_plate_appearance,0.2,7.0,99,no,14,7.4691628215008,140.0,0.053351163010719994,7,0,0,4,1.2982669504408608,0.03245667376102152,6,3.684493384657453,0.06140822307762421,4,2.4864024864024867,0.06216006216006217,4,3,0.03245667376102152
0.5,none,0.2,10.0,6,yes,6,3.197235023041475,60.0,0.053287250384024584,2,0,4,4,4.149615975422427,0.10374039938556068,1,-0.9523809523809519,-0.09523809523809519,1,0.0,0.0,1,1,-0.09523809523809519
0.75,none,0.2,10.0,6,yes,6,3.197235023041475,60.0,0.053287250384024584,2,0,4,4,4.149615975422427,0.10374039938556068,1,-0.9523809523809519,-0.09523809523809519,1,0.0,0.0,1,1,-0.09523809523809519
0.75,next_plate_appearance,0.2,10.0,6,no,15,7.95005647355101,150.0,0.05300037649034007,3,3,0,4,3.0205453461267417,0.07551363365316854,5,-0.25238891543239383,-0.0050477783086478765,6,5.181900042856663,0.08636500071427772,4,2,-0.0050477783086478765
0.5,none,0.08,7.0,9,no,29,15.195941022741549,290.0,0.05239979663014327,6,1,22,10,13.486845312932267,0.13486845312932266,8,-2.9239348611523233,-0.03654918576440404,11,4.633030570961605,0.04211845973601459,8,2,-0.03654918576440404
0.5,none,0.08,7.0,99,no,29,15.195941022741549,290.0,0.05239979663014327,6,1,22,10,13.486845312932267,0.13486845312932266,8,-2.9239348611523233,-0.03654918576440404,11,4.633030570961605,0.04211845973601459,8,2,-0.03654918576440404
0.75,none,0.2,10.0,8,no,21,10.923132366322871,210.0,0.05201491603010891,5,3,13,7,2.567926394013351,0.0366846627716193,5,-0.9435817805383018,-0.018871635610766036,9,9.29878775284782,0.10331986392053134,5,2,-0.018871635610766036
0.5,none,0.04,7.0,9,no,30,15.49897132577185,300.0,0.05166323775257283,7,1,22,10,13.486845312932267,0.13486845312932266,8,-2.9239348611523233,-0.03654918576440404,12,4.936060873991909,0.04113384061659924,8,2,-0.03654918576440404
0.25,none,0.04,10.0,9,no,29,14.919286771624755,290.0,0.05144581645387847,15,0,13,10,14.434292760379718,0.1443429276037972,9,-8.616127089876064,-0.09573474544306738,10,9.1011211011211,0.091011211011211,9,2,-0.09573474544306738
0.25,none,0.04,10.0,99,no,29,14.919286771624755,290.0,0.05144581645387847,15,0,13,10,14.434292760379718,0.1443429276037972,9,-8.616127089876064,-0.09573474544306738,10,9.1011211011211,0.091011211011211,9,2,-0.09573474544306738
0.25,none,0.08,10.0,9,no,29,14.919286771624755,290.0,0.05144581645387847,15,0,13,10,14.434292760379718,0.1443429276037972,9,-8.616127089876064,-0.09573474544306738,10,9.1011211011211,0.091011211011211,9,2,-0.09573474544306738
0.25,none,0.08,10.0,99,no,29,14.919286771624755,290.0,0.05144581645387847,15,0,13,10,14.434292760379718,0.1443429276037972,9,-8.616127089876064,-0.09573474544306738,10,9.1011211011211,0.091011211011211,9,2,-0.09573474544306738
0.25,next_pitch,0.12,10.0,9,no,28,14.380256558681495,280.0,0.0513580591381482,8,0,5,10,14.181328333502245,0.14181328333502244,9,-4.749123722872699,-0.052768041365252205,9,4.948051948051947,0.05497835497835497,9,2,-0.052768041365252205
0.25,next_pitch,0.12,10.0,99,no,28,14.380256558681495,280.0,0.0513580591381482,8,0,5,10,14.181328333502245,0.14181328333502244,9,-4.749123722872699,-0.052768041365252205,9,4.948051948051947,0.05497835497835497,9,2,-0.052768041365252205
0.5,none,0.12,7.0,6,yes,5,2.5655672557804876,50.0,0.05131134511560975,2,1,2,3,2.608857299070531,0.0869619099690177,2,-0.04329004329004327,-0.002164502164502163,0,0.0,0.0,0,1,-0.002164502164502163
0.5,none,0.16,7.0,6,yes,5,2.5655672557804876,50.0,0.05131134511560975,2,1,2,3,2.608857299070531,0.0869619099690177,2,-0.04329004329004327,-0.002164502164502163,0,0.0,0.0,0,1,-0.002164502164502163
0.25,next_pitch,0.04,10.0,6,both,18,9.15311274357558,180.0,0.05085062635319767,6,0,6,6,6.803404480823836,0.11339007468039727,5,1.1678900809335588,0.023357801618671178,7,1.1818181818181825,0.016883116883116892,5,3,0.016883116883116892
0.25,next_pitch,0.08,10.0,6,both,18,9.15311274357558,180.0,0.05085062635319767,6,0,6,6,6.803404480823836,0.11339007468039727,5,1.1678900809335588,0.023357801618671178,7,1.1818181818181825,0.016883116883116892,5,3,0.016883116883116892
0.25,next_pitch,0.12,10.0,6,both,18,9.15311274357558,180.0,0.05085062635319767,6,0,6,6,6.803404480823836,0.11339007468039727,5,1.1678900809335588,0.023357801618671178,7,1.1818181818181825,0.016883116883116892,5,3,0.016883116883116892
0.25,next_pitch,0.16,10.0,6,both,16,8.06220365266649,160.0,0.05038877282916556,5,0,5,6,6.803404480823836,0.11339007468039727,5,1.1678900809335588,0.023357801618671178,5,0.09090909090909227,0.0018181818181818455,5,3,0.0018181818181818455
0.25,none,0.3,10.0,6,yes,2,0.9999999999999996,20.0,0.049999999999999975,1,0,1,1,0.9999999999999996,0.09999999999999995,0,0.0,0.0,1,0.0,0.0,0,1,0.0
0.25,next_pitch,0.3,10.0,6,yes,2,0.9999999999999996,20.0,0.049999999999999975,1,0,1,1,0.9999999999999996,0.09999999999999995,0,0.0,0.0,1,0.0,0.0,0,1,0.0
0.25,next_plate_appearance,0.3,10.0,6,yes,2,0.9999999999999996,20.0,0.049999999999999975,1,0,1,1,0.9999999999999996,0.09999999999999995,0,0.0,0.0,1,0.0,0.0,0,1,0.0
0.5,none,0.3,10.0,6,yes,2,0.9999999999999996,20.0,0.049999999999999975,1,0,1,1,0.9999999999999996,0.09999999999999995,0,0.0,0.0,1,0.0,0.0,0,1,0.0
0.5,next_pitch,0.3,10.0,6,yes,2,0.9999999999999996,20.0,0.049999999999999975,0,0,1,1,0.9999999999999996,0.09999999999999995,0,0.0,0.0,1,0.0,0.0,0,1,0.0
0.5,next_plate_appearance,0.3,10.0,6,yes,2,0.9999999999999996,20.0,0.049999999999999975,1,0,1,1,0.9999999999999996,0.09999999999999995,0,0.0,0.0,1,0.0,0.0,0,1,0.0
0.75,none,0.3,10.0,6,yes,2,0.9999999999999996,20.0,0.049999999999999975,1,0,1,1,0.9999999999999996,0.09999999999999995,0,0.0,0.0,1,0.0,0.0,0,1,0.0
0.75,next_pitch,0.3,10.0,6,yes,2,0.9999999999999996,20.0,0.049999999999999975,0,0,1,1,0.9999999999999996,0.09999999999999995,0,0.0,0.0,1,0.0,0.0,0,1,0.0
0.75,next_plate_appearance,0.3,10.0,6,yes,2,0.9999999999999996,20.0,0.049999999999999975,1,0,1,1,0.9999999999999996,0.09999999999999995,0,0.0,0.0,1,0.0,0.0,0,1,0.0
1.0,none,0.3,10.0,6,yes,2,0.9999999999999996,20.0,0.049999999999999975,0,1,1,1,0.9999999999999996,0.09999999999999995,0,0.0,0.0,1,0.0,0.0,0,1,0.0
1.0,next_pitch,0.3,10.0,6,yes,2,0.9999999999999996,20.0,0.049999999999999975,0,0,1,1,0.9999999999999996,0.09999999999999995,0,0.0,0.0,1,0.0,0.0,0,1,0.0
1.0,next_plate_appearance,0.3,10.0,6,yes,2,0.9999999999999996,20.0,0.049999999999999975,0,1,1,1,0.9999999999999996,0.09999999999999995,0,0.0,0.0,1,0.0,0.0,0,1,0.0
0.25,none,0.3,10.0,9,both,23,11.454448278324476,230.0,0.04980194903619337,8,1,14,8,16.686429512516472,0.2085803689064559,9,-11.565314567525327,-0.12850349519472587,6,6.333333333333334,0.10555555555555557,6,2,-0.12850349519472587
1.0,none,0.3,10.0,9,no,15,7.444400527009221,150.0,0.04962933684672814,2,0,12,7,5.686429512516469,0.08123470732166384,4,-2.1086956521739135,-0.05271739130434784,4,3.8666666666666663,0.09666666666666665,4,2,-0.05271739130434784
1.0,none,0.3,10.0,99,no,15,7.444400527009221,150.0,0.04962933684672814,2,0,12,7,5.686429512516469,0.08123470732166384,4,-2.1086956521739135,-0.05271739130434784,4,3.8666666666666663,0.09666666666666665,4,2,-0.05271739130434784
0.25,next_pitch,0.04,10.0,9,no,29,14.380256558681495,290.0,0.04958709158166033,8,0,5,10,14.181328333502245,0.14181328333502244,9,-4.749123722872699,-0.052768041365252205,10,4.948051948051947,0.049480519480519465,9,2,-0.052768041365252205
0.25,next_pitch,0.04,10.0,99,no,29,14.380256558681495,290.0,0.04958709158166033,8,0,5,10,14.181328333502245,0.14181328333502244,9,-4.749123722872699,-0.052768041365252205,10,4.948051948051947,0.049480519480519465,9,2,-0.052768041365252205
0.25,next_pitch,0.08,10.0,9,no,29,14.380256558681495,290.0,0.04958709158166033,8,0,5,10,14.181328333502245,0.14181328333502244,9,-4.749123722872699,-0.052768041365252205,10,4.948051948051947,0.049480519480519465,9,2,-0.052768041365252205
0.25,next_pitch,0.08,10.0,99,no,29,14.380256558681495,290.0,0.04958709158166033,8,0,5,10,14.181328333502245,0.14181328333502244,9,-4.749123722872699,-0.052768041365252205,10,4.948051948051947,0.049480519480519465,9,2,-0.052768041365252205
0.75,none,0.08,7.0,9,no,32,15.794536871337401,320.0,0.04935792772292938,6,3,23,10,13.486845312932267,0.13486845312932266,10,-3.650125337342798,-0.03650125337342798,12,5.95781689574793,0.04964847413123275,10,2,-0.03650125337342798
0.75,none,0.08,7.0,99,no,32,15.794536871337401,320.0,0.04935792772292938,6,3,23,10,13.486845312932267,0.13486845312932266,10,-3.650125337342798,-0.03650125337342798,12,5.95781689574793,0.04964847413123275,10,2,-0.03650125337342798
0.75,none,0.2,10.0,6,both,20,9.86779231070231,200.0,0.04933896155351155,5,2,13,8,7.963135788942242,0.09953919736177802,5,-1.4197722567287785,-0.02839544513457557,7,3.324428778488847,0.04749183969269781,5,2,-0.02839544513457557
0.5,next_plate_appearance,0.16,10.0,8,no,27,13.25879903456236,270.0,0.049106663090971704,10,3,0,10,1.606994967103217,0.01606994967103217,5,1.0798621668186872,0.021597243336373743,12,10.571941900640455,0.08809951583867046,5,3,0.01606994967103217
0.5,none,0.16,7.0,9,both,33,16.19849822615028,330.0,0.04908635826106146,8,1,24,11,21.287894804194995,0.19352631640177267,13,-10.876273302852468,-0.08366364079117283,9,5.786876724807763,0.06429863027564181,9,2,-0.08366364079117283
0.5,none,0.16,7.0,99,both,33,16.19849822615028,330.0,0.04908635826106146,8,1,24,11,21.287894804194995,0.19352631640177267,13,-10.876273302852468,-0.08366364079117283,9,5.786876724807763,0.06429863027564181,9,2,-0.08366364079117283
0.5,next_pitch,0.3,10.0,9,both,26,12.73826784040491,260.0,0.0489933378477112,5,1,10,9,14.211242863416777,0.15790269848240862,9,-10.565314567525329,-0.11739238408361477,8,9.092339544513461,0.11365424430641827,8,2,-0.11739238408361477
0.75,next_pitch,0.3,10.0,9,both,26,12.73826784040491,260.0,0.0489933378477112,2,1,12,9,14.211242863416777,0.15790269848240862,9,-10.565314567525329,-0.11739238408361477,8,9.092339544513461,0.11365424430641827,8,2,-0.11739238408361477
0.25,next_pitch,0.3,10.0,99,both,25,12.207611302427397,250.0,0.04883044520970959,8,2,9,9,14.870965085639002,0.1652329453959889,10,-12.330020449878269,-0.12330020449878269,6,9.666666666666668,0.16111111111111112,6,2,-0.12330020449878269
1.0,next_plate_appearance,0.2,5.0,8,no,5,2.416633503590024,50.0,0.048332670071800476,1,1,0,2,-2.869022869022869,-0.14345114345114346,1,0.21739130434782508,0.021739130434782507,2,5.068265068265068,0.2534132534132534,1,2,-0.14345114345114346
0.25,next_plate_appearance,0.04,10.0,8,no,23,11.099968280275183,230.0,0.04826073165337036,11,0,0,8,5.420187513537897,0.06775234391922372,6,0.8643739513304705,0.014406232522174508,9,4.815406815406816,0.05350452017118685,6,3,0.014406232522174508
0.25,next_plate_appearance,0.08,10.0,8,no,23,11.099968280275183,230.0,0.04826073165337036,11,0,0,8,5.420187513537897,0.06775234391922372,6,0.8643739513304705,0.014406232522174508,9,4.815406815406816,0.05350452017118685,6,3,0.014406232522174508
0.5,none,0.2,10.0,9,both,43,20.66720970341954,430.0,0.04806327838004545,14,1,27,15,19.495320147213558,0.12996880098142372,13,-13.649770991604395,-0.10499823839695689,15,14.82166054781038,0.09881107031873587,13,2,-0.10499823839695689
1.0,next_pitch,0.3,10.0,9,both,28,13.418392064007394,280.0,0.04792282880002641,2,1,14,9,14.211242863416777,0.15790269848240862,10,-10.456618915351415,-0.10456618915351415,9,9.66376811594203,0.10737520128824478,9,2,-0.10456618915351415
0.5,next_plate_appearance,0.12,10.0,9,no,41,19.53301540311834,410.0,0.047641500983215464,14,5,1,16,9.275740635848887,0.057973378974055544,10,-2.457524276228135,-0.02457524276228135,15,12.7147990434976,0.08476532695665066,10,2,-0.02457524276228135
0.25,none,0.04,5.0,6,yes,1,0.4761904761904766,10.0,0.04761904761904766,1,0,0,0,0.0,0.0,1,0.4761904761904766,0.04761904761904766,0,0.0,0.0,0,1,0.0
0.25,none,0.08,5.0,6,yes,1,0.4761904761904766,10.0,0.04761904761904766,1,0,0,0,0.0,0.0,1,0.4761904761904766,0.04761904761904766,0,0.0,0.0,0,1,0.0
0.25,none,0.12,5.0,6,yes,1,0.4761904761904766,10.0,0.04761904761904766,1,0,0,0,0.0,0.0,1,0.4761904761904766,0.04761904761904766,0,0.0,0.0,0,1,0.0
0.25,none,0.16,5.0,6,yes,1,0.4761904761904766,10.0,0.04761904761904766,1,0,0,0,0.0,0.0,1,0.4761904761904766,0.04761904761904766,0,0.0,0.0,0,1,0.0
0.25,none,0.2,5.0,6,yes,1,0.4761904761904766,10.0,0.04761904761904766,1,0,0,0,0.0,0.0,1,0.4761904761904766,0.04761904761904766,0,0.0,0.0,0,1,0.0
0.25,next_pitch,0.04,5.0,6,yes,1,0.4761904761904766,10.0,0.04761904761904766,1,0,0,0,0.0,0.0,1,0.4761904761904766,0.04761904761904766,0,0.0,0.0,0,1,0.0
0.25,next_pitch,0.08,5.0,6,yes,1,0.4761904761904766,10.0,0.04761904761904766,1,0,0,0,0.0,0.0,1,0.4761904761904766,0.04761904761904766,0,0.0,0.0,0,1,0.0
0.25,next_pitch,0.12,5.0,6,yes,1,0.4761904761904766,10.0,0.04761904761904766,1,0,0,0,0.0,0.0,1,0.4761904761904766,0.04761904761904766,0,0.0,0.0,0,1,0.0
0.25,next_pitch,0.16,5.0,6,yes,1,0.4761904761904766,10.0,0.04761904761904766,1,0,0,0,0.0,0.0,1,0.4761904761904766,0.04761904761904766,0,0.0,0.0,0,1,0.0
0.25,next_pitch,0.2,5.0,6,yes,1,0.4761904761904766,10.0,0.04761904761904766,1,0,0,0,0.0,0.0,1,0.4761904761904766,0.04761904761904766,0,0.0,0.0,0,1,0.0
0.25,next_plate_appearance,0.04,5.0,6,yes,1,0.4761904761904766,10.0,0.04761904761904766,1,0,0,0,0.0,0.0,1,0.4761904761904766,0.04761904761904766,0,0.0,0.0,0,1,0.0
0.25,next_plate_appearance,0.08,5.0,6,yes,1,0.4761904761904766,10.0,0.04761904761904766,1,0,0,0,0.0,0.0,1,0.4761904761904766,0.04761904761904766,0,0.0,0.0,0,1,0.0
0.25,next_plate_appearance,0.12,5.0,6,yes,1,0.4761904761904766,10.0,0.04761904761904766,1,0,0,0,0.0,0.0,1,0.4761904761904766,0.04761904761904766,0,0.0,0.0,0,1,0.0
0.25,next_plate_appearance,0.16,5.0,6,yes,1,0.4761904761904766,10.0,0.04761904761904766,1,0,0,0,0.0,0.0,1,0.4761904761904766,0.04761904761904766,0,0.0,0.0,0,1,0.0
0.25,next_plate_appearance,0.2,5.0,6,yes,1,0.4761904761904766,10.0,0.04761904761904766,1,0,0,0,0.0,0.0,1,0.4761904761904766,0.04761904761904766,0,0.0,0.0,0,1,0.0
1.0,none,0.16,10.0,9,no,38,18.083307532820445,380.0,0.047587651402159065,7,4,26,12,2.8522401195035485,0.02376866766252957,12,-1.1063555394564413,-0.009219629495470344,14,16.33742295277334,0.11669587823409529,12,2,-0.009219629495470344
1.0,none,0.16,10.0,99,no,38,18.083307532820445,380.0,0.047587651402159065,7,4,26,12,2.8522401195035485,0.02376866766252957,12,-1.1063555394564413,-0.009219629495470344,14,16.33742295277334,0.11669587823409529,12,2,-0.009219629495470344
1.0,next_plate_appearance,0.2,5.0,9,no,6,2.8514161122856754,60.0,0.04752360187142792,2,1,0,2,-2.869022869022869,-0.14345114345114346,2,0.6521739130434765,0.03260869565217382,2,5.068265068265068,0.2534132534132534,2,2,-0.14345114345114346
1.0,next_plate_appearance,0.2,5.0,99,no,6,2.8514161122856754,60.0,0.04752360187142792,2,1,0,2,-2.869022869022869,-0.14345114345114346,2,0.6521739130434765,0.03260869565217382,2,5.068265068265068,0.2534132534132534,2,2,-0.14345114345114346
0.25,none,0.2,10.0,8,both,22,10.437657402594294,220.0,0.04744389728451952,8,0,14,9,8.79501984691326,0.09772244274348066,5,-0.5104315973881195,-0.01020863194776239,8,2.1530691530691537,0.02691336441336442,5,2,-0.01020863194776239
